"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Chocolate_Type"
"Rogue","Akessons Estate, Sambirano, 2013",1038,2013,70,"U.S.A.",3.5,"Madagascar","Deserowa"
"Rogue","Hispaniola, 2013",1081,2013,70,"U.S.A.",3.5,"Dominican Republic","Deserowa"
"Rogue","Silvestre, Batch 7, 2013",1081,2013,75,"U.S.A.",4,"Bolivia","Gorzka"
"Rogue","Bachelor's Hall E., St. Thomas Parish",1193,2013,75,"U.S.A.",3.75,"Jamaica","Gorzka"
"Rogue","Camino Verde P., Balao, Guayas",979,2012,75,"U.S.A.",3.75,"Ecuador","Gorzka"
"Rogue","Silvestre, Batch 1, 2011",793,2011,75,"U.S.A.",3,"Bolivia","Gorzka"
"Rogue","Piura",565,2010,75,"U.S.A.",3.75,"Peru","Gorzka"
"Rogue","Rio Caribe",327,2009,70,"U.S.A.",3.5,"Venezuela","Deserowa"
"Rogue","Hispaniola, 2008",213,2008,70,"U.S.A.",2.75,"Dominican Republic","Deserowa"
"Rogue","Jamaica",213,2008,70,"U.S.A.",2.75,"Jamaica","Deserowa"
"Rogue","Sambirano, 2008",213,2008,70,"U.S.A.",2.75,"Madagascar","Deserowa"
"Rogue","Trinidad",213,2008,70,"U.S.A.",3,"Trinidad","Deserowa"
"Rozsavolgyi","Sur del Lago",809,2012,84,"Hungary",2.5,"Venezuela","Gorzka"
"Rozsavolgyi","Rio Caribe Superior, Paria Penninsula",871,2012,76,"Hungary",2.25,"Venezuela","Gorzka"
"Rozsavolgyi","Sambirano, Akesson Estate",871,2012,72,"Hungary",2.5,"Madagascar","Gorzka"
"Rozsavolgyi","Carenero Superior",713,2011,73,"Hungary",3.5,"Venezuela","Gorzka"
"Rozsavolgyi","Porcelana",717,2011,71,"Hungary",2.5,"Venezuela","Gorzka"
"Rozsavolgyi","Aragua, Trincheras",717,2011,70,"Hungary",3.5,"Venezuela","Deserowa"
"Rozsavolgyi","Principe",765,2011,77,"Hungary",2.75,"Principe","Gorzka"
"S.A.I.D.","Malgascio",607,2010,64,"Italy",3.5,"Madagascar","Deserowa"
"S.A.I.D.","100 percent",615,2010,100,"Italy",1.5," ","Gorzka"
"S.A.I.D.","Samana",615,2010,70,"Italy",3,"Dominican Republic","Deserowa"
"S.A.I.D.","Arawak",615,2010,72,"Italy",3.5,"Carribean","Gorzka"
"S.A.I.D.","Latino",615,2010,72,"Italy",3.5," ","Gorzka"
"Sacred","Midnight",813,2012,83,"U.S.A.",2.75,"Central and S. America","Gorzka"
"Sacred","Twilight",813,2012,69,"U.S.A.",3.25,"Central and S. America","Deserowa"
"Salgado","Bahia Superior",288,2008,70,"Argentina",3.5,"Brazil","Deserowa"
"Salgado","Esmeraldas",288,2008,70,"Argentina",3.5,"Ecuador","Deserowa"
"Salgado","Carenero Superior",288,2008,70,"Argentina",3.5,"Venezuela","Deserowa"
"Salgado","Rio Arriba",292,2008,70,"Argentina",3.5,"Ecuador","Deserowa"
"Santander (Compania Nacional)","Colombian 2008",404,2009,75,"Colombia",2.75,"Colombia","Gorzka"
"Santander (Compania Nacional)","Colombian w/ nibs",414,2009,70,"Colombia",3,"Colombia","Deserowa"
"Santander (Compania Nacional)","Colombian Semi Dark",32,2006,53,"Colombia",2,"Colombia","Deserowa"
"Santander (Compania Nacional)","Colombian",32,2006,65,"Colombia",3,"Colombia","Deserowa"
"Santander (Compania Nacional)","Colombian Dark",32,2006,70,"Colombia",4,"Colombia","Deserowa"
"Santome","Sao Tome",761,2011,70,"France",2.75,"Sao Tome","Deserowa"
"Scharffen Berger","San Juan de Cheni",959,2012,78,"U.S.A.",4,"Peru","Gorzka"
"Scharffen Berger","Markham Valley",781,2011,68,"U.S.A.",3.75,"Papua New Guinea","Deserowa"
"Scharffen Berger","Camahogne",464,2010,68,"U.S.A.",3.5,"Grenada","Deserowa"
"Scharffen Berger","Amina",464,2010,65,"U.S.A.",3.75,"Madagascar","Deserowa"
"Scharffen Berger","Tome Acu",336,2009,68,"U.S.A.",3.75,"Brazil","Deserowa"
"Scharffen Berger","Asante",336,2009,65,"U.S.A.",4,"Ghana","Deserowa"
"Scharffen Berger","Ben Tre",445,2009,72,"U.S.A.",3.75,"Vietnam","Gorzka"
"Scharffen Berger","Finisterra",227,2008,72,"U.S.A.",3,"Ven., Trinidad, Mad.","Gorzka"
"Scharffen Berger","Las Islas",117,2007,72,"U.S.A.",3,"Carribean(DR/Jam/Tri)","Gorzka"
"Scharffen Berger","Nibby",135,2007,62,"U.S.A.",3," ","Deserowa"
"Scharffen Berger","Cuyagua",135,2007,75,"U.S.A.",3.75,"Venezuela","Gorzka"
"Scharffen Berger","Antilles (Trin/Gren/DR/Ven)",188,2007,75,"U.S.A.",3,"Carribean","Gorzka"
"Scharffen Berger","Extra Dark",15,2006,82,"U.S.A.",2," ","Gorzka"
"Scharffen Berger","Bittersweet",15,2006,70,"U.S.A.",3.5," ","Deserowa"
"Scharffen Berger","Kumasi Sambirano",40,2006,68,"U.S.A.",2,"Ghana & Madagascar","Deserowa"
"Scharffen Berger","Jamaica a l'ancienne",56,2006,70,"U.S.A.",2,"Jamaica","Deserowa"
"Scharffen Berger","Semisweet",56,2006,62,"U.S.A.",3," ","Deserowa"
"Seaforth","Dominican Republic",1658,2015,70,"U.K.",2.75,"Domincan Republic","Deserowa"
"Seaforth","Grenada",1658,2015,70,"U.K.",2.75,"Grenada","Deserowa"
"Shark Mountain","Jamaica",1450,2015,72,"U.S.A.",3.25,"Jamaica","Gorzka"
"Shark Mountain","Papua New Guinea",1450,2015,73,"U.S.A.",3.5,"Papua New Guinea","Gorzka"
"Shark Mountain","Cuyagua",1466,2015,77,"U.S.A.",2.75,"Venezuela","Gorzka"
"Shark Mountain","ROIG",1466,2015,74,"U.S.A.",3.5,"Dominican Republic","Gorzka"
"Shark Mountain","Ecuador",1335,2014,75,"U.S.A.",3,"Ecuador","Gorzka"
"Shark Mountain","Belize, 2013",1335,2014,72,"U.S.A.",3.25,"Belize","Gorzka"
"Shark's","Hilo",713,2011,73,"U.S.A.",2,"Hawaii","Gorzka"
"Shark's","Hilo, w/ added cocoa butter",721,2011,73,"U.S.A.",2.5,"Hawaii","Gorzka"
"Shattel","Tingo Maria",1884,2016,70,"Peru",3.25,"Peru","Deserowa"
"Shattell","Porcelana",757,2011,75,"Peru",3.5,"Peru","Gorzka"
"Sibu","Oro",1586,2015,82,"Costa Rica",3.25,"Costa Rica","Gorzka"
"Sibu","Oscuro",1586,2015,70,"Costa Rica",3.5,"Costa Rica","Deserowa"
"Sibu Sura","Peru",911,2012,70,"U.S.A.",2.5,"Peru","Deserowa"
"Silvio Bessone","Maya Belize",717,2011,67,"Italy",3,"Belize","Deserowa"
"Silvio Bessone","Trintade, Sao Tome",725,2011,65,"Italy",3.25,"Sao Tome","Deserowa"
"Silvio Bessone","Bahia, Scavina",729,2011,60,"Italy",3.25,"Brazil","Deserowa"
"Silvio Bessone","Porcelana, Colombia, Amazonas",741,2011,68,"Italy",3,"Colombia","Deserowa"
"Sirene","Wild Bolivia",1788,2016,73,"Canada",3.5,"Bolivia","Gorzka"
"Sirene","Kokoa Kamili Coop",1856,2016,73,"Canada",3.5,"Tanzania","Gorzka"
"Sirene","Esmeraldas, Salazar Farm",1860,2016,73,"Canada",3.75,"Ecuador","Gorzka"
"Sirene","Somia Plantation, 2012",1502,2015,100,"Canada",3,"Madagascar","Gorzka"
"Sirene","Camino Verde P., Balao, Guayas, 2012",1506,2015,100,"Canada",3,"Ecuador","Gorzka"
"Sirene","Lachua w/ cane sugar",1614,2015,73,"Canada",3,"Guatemala","Gorzka"
"Sirene","Lachua w/ maple sugar, batch 5",1614,2015,73,"Canada",3.25,"Guatemala","Gorzka"
"Sirene","Pisa",1650,2015,73,"Canada",3.25,"Haiti","Gorzka"
"Sirene","Somia Plantation, 2012",1339,2014,67,"Canada",3.75,"Madagascar","Deserowa"
"Sirene","Somia Plantation, 2012",1339,2014,73,"Canada",3.75,"Madagascar","Gorzka"
"Sirene","Camino Verde P., Balao, Guayas",1343,2014,73,"Canada",3.75,"Ecuador","Gorzka"
"Sjolinds","Ghana",1454,2015,70,"U.S.A.",2.75,"Ghana","Deserowa"
"Sjolinds","Nicaragua",1462,2015,72,"U.S.A.",3,"Nicaragua","Gorzka"
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70,"Australia",3.5,"Dominican Republic","Deserowa"
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70,"Australia",3.75,"Venezuela","Deserowa"
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70,"Australia",4,"Ecuador","Deserowa"
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70,"Australia",3.75,"Belize","Deserowa"
"Smooth Chocolator, The","Tien Giang",1864,2016,70,"Australia",3,"Vietnam","Deserowa"
"Smooth Chocolator, The","Australia",1864,2016,67,"Australia",3.75,"Australia","Deserowa"
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70,"Australia",3.25,"Guatemala","Deserowa"
"Smooth Chocolator, The","Akesson's Estate",1618,2015,65,"Australia",3.25,"Madagascar","Deserowa"
"Smooth Chocolator, The","Akesson's Estate",1622,2015,70,"Australia",3.5,"Madagascar","Deserowa"
"Smooth Chocolator, The","Kokoa Kamili",1622,2015,67,"Australia",3.75,"Tanzania","Deserowa"
"Smooth Chocolator, The","San Juan Estate",1622,2015,70,"Australia",3.75,"Trinidad","Deserowa"
"Smooth Chocolator, The","Camino Verde",1622,2015,72,"Australia",4,"Ecuador","Gorzka"
"Smooth Chocolator, The","Bolivia",1626,2015,72,"Australia",2.75,"Bolivia","Gorzka"
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65,"Australia",3.5,"Papua New Guinea","Deserowa"
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67,"Australia",3,"Peru","Deserowa"
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70,"Australia",3.75,"Venezuela","Deserowa"
"Snake & Butterfly","Ghana",693,2011,67,"U.S.A.",1.5,"Ghana","Deserowa"
"Snake & Butterfly","Madagascar",502,2010,68,"U.S.A.",3,"Madagascar","Deserowa"
"Snake & Butterfly","Ecuador",502,2010,68,"U.S.A.",3.25,"Ecuador","Deserowa"
"Sol Cacao","Ecuador, Batch 1",1812,2016,70,"U.S.A.",3.5,"Ecuador","Deserowa"
"Sol Cacao","Madagascar",1518,2015,72,"U.S.A.",3,"Madagascar","Gorzka"
"Solkiki","Maranon, Fortunato No. 4",1840,2016,68,"U.K.",2.75,"Peru","Deserowa"
"Solkiki","Castillo, Hispaniola, unroasted",1840,2016,85,"U.K.",2.75,"Domincan Republic","Gorzka"
"Solomons Gold","Solomon Island",1792,2016,70,"New Zealand",3.25,"Solomon Islands","Deserowa"
"Solomons Gold","Solomon Island w/ nibs",1796,2016,75,"New Zealand",3.25,"Solomon Islands","Gorzka"
"Solstice","Bundibugyo",1335,2014,70,"U.S.A.",3,"Uganda","Deserowa"
"Solstice","Sambirano",1157,2013,70,"U.S.A.",3,"Madagascar","Deserowa"
"Solstice","Amazonas",1157,2013,70,"U.S.A.",3,"Venezuela","Deserowa"
"Solstice","Bolivia",1161,2013,70,"U.S.A.",3.25,"Bolivia","Deserowa"
"Solstice","San Martin",1161,2013,70,"U.S.A.",3.25,"Peru","Deserowa"
"Solstice","Wasatch",1161,2013,70,"U.S.A.",3.5," ","Deserowa"
"Soma","Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62,"Canada",3.5,"Domincan Republic","Deserowa"
"Soma","Sambirano Valley, Black Science, B-60307.0",1820,2016,70,"Canada",3.5,"Madagascar","Deserowa"
"Soma","Bahia Black, batch bra50722.1",1828,2016,70,"Canada",3.5,"Brazil","Deserowa"
"Soma","Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75,"Canada",3.75,"Ven.,Ecu.,Peru,Nic.","Gorzka"
"Soma","Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70,"Canada",3.75,"Nicaragua","Deserowa"
"Soma","Tien Giang, Black S., batch VIT60420.0",1828,2016,70,"Canada",4,"Vietnam","Deserowa"
"Soma","Camino Verde, Black S., batch cvu6030.0",1832,2016,70,"Canada",3.25,"Ecuador","Deserowa"
"Soma","CSB Chama",1594,2015,70,"Canada",3.5,"Venezuela","Deserowa"
"Soma","Porcelana",1594,2015,75,"Canada",4,"Venezuela","Gorzka"
"Soma","La Tronca, Matagalpa",1227,2014,70,"Canada",3.5,"Nicaragua","Deserowa"
"Soma","Maranon Canyon",1259,2014,70,"Canada",3.75,"Peru","Deserowa"
"Soma","La Dalia",1307,2014,70,"Canada",3.25,"Nicaragua","Deserowa"
"Soma","Camino Verde P., Balao, Guayas",1307,2014,80,"Canada",3.5,"Ecuador","Gorzka"
"Soma","Espiritu Santo, 'Smoke Monster'",1307,2014,70,"Canada",3.75,"Vanuatu","Deserowa"
"Soma","Little Big Man",1339,2014,70,"Canada",3.25,"Madagascar & Ecuador","Deserowa"
"Soma","Rizek Cacao, Domin. Rep.",1019,2013,77,"Canada",3.75,"Dominican Republic","Gorzka"
"Soma","Java",1030,2013,70,"Canada",3.25,"Indonesia","Deserowa"
"Soma","Apurimac, El Quinacho Co-op",1073,2013,70,"Canada",2.75,"Peru","Deserowa"
"Soma","Sangre Grande P., Trinidad",1073,2013,70,"Canada",3.75,"Trinidad","Deserowa"
"Soma","Chef's Blend",1077,2013,70,"Canada",3.25," ","Deserowa"
"Soma","Patanemo",1077,2013,70,"Canada",3.75,"Venezuela","Deserowa"
"Soma","Crazy 88",1077,2013,88,"Canada",4,"Guat., D.R., Peru, Mad., PNG","Gorzka"
"Soma","Maracaibo, El Vigia",1077,2013,70,"Canada",4,"Venezuela","Deserowa"
"Soma","Equator",1081,2013,67,"Canada",4,"Peru, Dom. Rep","Deserowa"
"Soma","Orinoco",1173,2013,70,"Canada",3.25,"Venezuela","Deserowa"
"Soma","Bachelor's Hall E., St. Thomas Parish",1177,2013,70,"Canada",4,"Jamaica","Deserowa"
"Soma","Noula Coop",817,2012,70,"Canada",3.25,"Haiti","Deserowa"
"Soma","O'ahu",833,2012,70,"Canada",3.75,"Hawaii","Deserowa"
"Soma","Dual Origins, Sambirano, Elvesia",867,2012,70,"Canada",4,"Dom. Rep., Madagascar","Deserowa"
"Soma","Dancing in Your Head, 5 bean blend",867,2012,70,"Canada",4,"Gre., PNG, Haw., Haiti, Mad","Deserowa"
"Soma","Cahabon Region",951,2012,70,"Canada",3.5,"Guatemala","Deserowa"
"Soma","Carenero Superior",951,2012,70,"Canada",3.75,"Venezuela","Deserowa"
"Soma","Eastern Promises",967,2012,70,"Canada",3.5,"Mad., Java, PNG","Deserowa"
"Soma","Papua New Guinea",983,2012,85,"Canada",3.5,"Papua New Guinea","Gorzka"
"Soma","Grenada, Black Science",676,2011,70,"Canada",2.75,"Grenada","Deserowa"
"Soma","Alto Beni, Wild Bolivian",676,2011,70,"Canada",3.5,"Bolivia","Deserowa"
"Soma","Peruvian",676,2011,64,"Canada",4,"Peru","Deserowa"
"Soma","Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70,"Canada",4,"Ven, Bolivia, D.R.","Deserowa"
"Soma","Elvesia P., Black Science",682,2011,70,"Canada",3.75,"Dominican Republic","Deserowa"
"Soma","Chuao",688,2011,70,"Canada",3.5,"Venezuela","Deserowa"
"Soma","Black Science Blend 1",607,2010,70,"Canada",3.75,"DR, Ecuador, Peru","Deserowa"
"Soma","Hispaniola",377,2009,70,"Canada",3,"Dominican Republic","Deserowa"
"Soma","Africa",377,2009,70,"Canada",3.5,"Ghana","Deserowa"
"Soma","Conacado",387,2009,70,"Canada",3,"Dominican Republic","Deserowa"
"Soma","Papua New Guinea",387,2009,70,"Canada",3.5,"Papua New Guinea","Deserowa"
"Soma","Madagascar",387,2009,70,"Canada",3.75,"Madagascar","Deserowa"
"Soma","Ocumare",387,2009,70,"Canada",3.75,"Venezuela","Deserowa"
"Somerville","Nicaragua",1367,2014,70,"U.S.A.",3.25,"Nicaragua","Deserowa"
"Somerville","Hawaiian, Big Island",1395,2014,70,"U.S.A.",3.5,"Hawaii","Deserowa"
"Soul","Dominican Republic",1932,2017,70,"Canada",3.25,"Dominican Republic","Deserowa"
"Soul","Madagascar",1936,2017,70,"Canada",3.5,"Madagascar","Deserowa"
"Soul","Venezuela",1936,2017,75,"Canada",3.5,"Venezuela","Gorzka"
"Soul","Ecuador",1936,2017,75,"Canada",3.25,"Ecuador","Gorzka"
"Soul","Papua New Guinea",1936,2017,77,"Canada",3.25,"Papua New Guinea","Gorzka"
"Soul","Tanzania",1940,2017,80,"Canada",3.5,"Tanzania","Gorzka"
"Spagnvola","AgroCriso Plantation",793,2012,70,"U.S.A.",3,"Dominican Republic","Deserowa"
"Spagnvola","AgroCriso Plantation",793,2012,80,"U.S.A.",3,"Dominican Republic","Gorzka"
"Spagnvola","AgroCriso Plantation",793,2012,75,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"Spencer","Dominican Republic",1932,2017,70,"U.S.A.",3.75,"Dominican Republic","Deserowa"
"Spencer","Ecuador",1932,2017,70,"U.S.A.",3.5,"Ecuador","Deserowa"
"Spencer","Peru",1932,2017,70,"U.S.A.",2.75,"Peru","Deserowa"
"Spencer","Dominican Republic, lot D82R",1792,2016,70,"Australia",3.5,"Domincan Republic","Deserowa"
"Spencer","Ecuador, lot E432314L",1792,2016,70,"Australia",3.75,"Ecuador","Deserowa"
"Spencer","Madagascar, lot M0403R",1792,2016,70,"Australia",3.75,"Madagascar","Deserowa"
"Spencer","Malekula Island",1434,2014,72,"Australia",2.75,"Vanuatu","Gorzka"
"Sprungli (Felchlin)","Alto Beni",1057,2013,70,"Switzerland",3,"Bolivia","Deserowa"
"SRSLY","Dominican Republic",1113,2013,70,"U.S.A.",3,"Dominican Republic","Deserowa"
"SRSLY","Dominican Republic",1121,2013,84,"U.S.A.",2.25,"Dominican Republic","Gorzka"
"Starchild","Bolivar, Arriba",1634,2015,70,"U.S.A.",3,"Ecuador","Deserowa"
"Starchild","Hispaniola",1692,2015,70,"U.S.A.",3,"Domincan Republic","Deserowa"
"Starchild","Cacao Verapaz",1692,2015,70,"U.S.A.",3,"Guatemala","Deserowa"
"Starchild","Rio Tuma",1692,2015,70,"U.S.A.",3,"Nicaragua","Deserowa"
"Starchild","Sambirano Valley",1696,2015,70,"U.S.A.",3,"Madagascar","Deserowa"
"Stella (aka Bernrain)","Bahia, Agri-Forestal Plantation, 2010",859,2012,68,"Switzerland",2.75,"Brazil","Deserowa"
"Stella (aka Bernrain)","India",729,2011,72,"Switzerland",3.25,"India","Gorzka"
"Stone Grindz","Ecuador, Midnight Dark",1291,2014,84,"U.S.A.",3.5,"Ecuador","Gorzka"
"Stone Grindz","Ecuador, Twilght Dark",1291,2014,70,"U.S.A.",3.5,"Ecuador","Deserowa"
"StRita Supreme","Samar, East Visayas region",939,2012,65,"U.S.A.",2.5,"Philippines","Deserowa"
"StRita Supreme","Samar, East Visayas region",943,2012,70,"U.S.A.",2.5,"Philippines","Deserowa"
"StRita Supreme","Samar, East Visayas region",943,2012,75,"U.S.A.",2.75,"Philippines","Gorzka"
"Sublime Origins","Sambirano",1157,2013,67,"U.S.A.",2.75,"Madagascar","Deserowa"
"Sublime Origins","Moho Valley",1157,2013,78,"U.S.A.",3.25,"Belize","Gorzka"
"Summerbird","Peru",1800,2016,61,"Denmark",2.5,"Peru","Deserowa"
"Summerbird","Peru",1800,2016,71,"Denmark",3,"Peru","Gorzka"
"Suruca Chocolate","Venezuela",1796,2016,70,"Venezuela",2.75,"Venezuela","Deserowa"
"Suruca Chocolate","Venezuela",1796,2016,60,"Venezuela",3,"Venezuela","Deserowa"
"Svenska Kakaobolaget","Sri Lanka",1618,2015,70,"Sweden",2.75,"Sri Lanka","Deserowa"
"Szanto Tibor","Nacional",1668,2015,70,"Hungary",3.25,"Ecuador","Deserowa"
"Szanto Tibor","Baracoa",1704,2015,88,"Hungary",3.25,"Cuba","Gorzka"
"Szanto Tibor","Ambolikapiky",1704,2015,70,"Hungary",3.25,"Madagascar","Deserowa"
"Szanto Tibor","Winak, Sumaco",1704,2015,70,"Hungary",3.75,"Ecuador","Deserowa"
"Szanto Tibor","Ben Tre, Mekong Delta",1708,2015,70,"Hungary",3.25,"Vietnam","Deserowa"
"Szanto Tibor","Fazenda Sempre Firme, Bahia",1708,2015,70,"Hungary",3.5,"Brazil","Deserowa"
"Szanto Tibor","Porcelana",1263,2014,70,"Hungary",3.5,"Venezuela","Deserowa"
"Szanto Tibor","Baracoa",1263,2014,70,"Hungary",3.75,"Cuba","Deserowa"
"Szanto Tibor","Autumn, Primary Harvest, 2012",1185,2013,70,"Hungary",3.5,"Madagascar","Deserowa"
"Szanto Tibor","Spring, Secondary Harvest, 2012",1185,2013,70,"Hungary",3.5,"Madagascar","Deserowa"
"Szanto Tibor","Cacao Blanco",1193,2013,70,"Hungary",3.25,"Nicaragua","Deserowa"
"Szanto Tibor","Santo Domingo",939,2012,70,"Hungary",3.25,"Dominican Republic","Deserowa"
"Szanto Tibor","Millot Plantation",939,2012,70,"Hungary",3.25,"Madagascar","Deserowa"
"Szanto Tibor","Ayacucho, ""El Guinacho""",939,2012,70,"Hungary",3.75,"Peru","Deserowa"
"Szanto Tibor","Crudo",761,2011,70,"Hungary",3,"Venezuela","Deserowa"
"Tabal","Costa Rica",1101,2013,70,"U.S.A.",2.75,"Costa Rica","Deserowa"
"Tabal","Dominican Republic",1101,2013,70,"U.S.A.",2.75,"Dominican Republic","Deserowa"
"Tabal","Chiapas, Lacandon Jungle",1105,2013,70,"U.S.A.",2.5,"Mexico","Deserowa"
"Tabal","Peru",1105,2013,70,"U.S.A.",3,"Peru","Deserowa"
"Tablette (aka Vanillabeans)","Colombia",1450,2015,70,"Japan",3,"Colombia","Deserowa"
"Tablette (aka Vanillabeans)","Papua",1450,2015,62,"Japan",3.25,"Papua New Guinea","Deserowa"
"Tablette (aka Vanillabeans)","Vietnam",1450,2015,60,"Japan",3.25,"Vietnam","Deserowa"
"Tablette (aka Vanillabeans)","Trinidad",1680,2015,77,"Japan",2.75,"Trinidad","Gorzka"
"Tan Ban Skrati","Paramaribo, batch 20160043-01",1868,2016,70,"Suriname",3.25,"Suriname","Deserowa"
"Taza","Belize",1271,2014,68,"U.S.A.",3,"Belize","Deserowa"
"Taza","Alto Beni",785,2011,87,"U.S.A.",3.25,"Bolivia","Gorzka"
"Taza","Chiapan",451,2009,75,"U.S.A.",2.75,"Mexico","Gorzka"
"Taza","Dark, Stone Ground",180,2007,70,"U.S.A.",3,"Dominican Republic","Deserowa"
"TCHO","West Africa",1716,2016,62,"U.S.A.",2,"West Africa","Deserowa"
"TCHO","Peru- Ecuador",915,2012,99,"U.S.A.",3.25,"Peru, Ecuador","Gorzka"
"TCHO","TCHOPro 60.5",387,2009,60,"U.S.A.",2.75," ","Deserowa"
"TCHO","TCHOPro 68",387,2009,68,"U.S.A.",3," ","Deserowa"
"TCHO","Chocolatey-beta",199,2008,70,"U.S.A.",2.5,"Ghana","Deserowa"
"TCHO","Fruity-beta",280,2008,70,"U.S.A.",2.5,"Peru","Deserowa"
"TCHO","Citrus-beta",280,2008,70,"U.S.A.",2.75,"Madagascar","Deserowa"
"TCHO","Nutty-beta",284,2008,70,"U.S.A.",2.5,"Peru","Deserowa"
"Tejas","Concepcion",801,2012,70,"U.S.A.",2.75,"Madagascar","Deserowa"
"Tejas","Bayou Blend",801,2012,70,"U.S.A.",3,"Ecuador, Mad., PNG","Deserowa"
"Tejas","Aranama",805,2012,70,"U.S.A.",3,"Papua New Guinea","Deserowa"
"Tejas","Presidio",805,2012,70,"U.S.A.",3.5,"Dominican Republic","Deserowa"
"Tejas","La Bahia, w/ cane juice",817,2012,70,"U.S.A.",3.25,"Ecuador","Deserowa"
"Tejas","Capistrano",821,2012,70,"U.S.A.",2,"Peru","Deserowa"
"Tejas","La Bahia, w/ cane sugar",825,2012,70,"U.S.A.",3.25,"Ecuador","Deserowa"
"Tejas","San Jose",829,2012,70,"U.S.A.",2.75,"Bolivia","Deserowa"
"Tejas","Capistrano*",829,2012,70,"U.S.A.",3,"Madagascar","Deserowa"
"Tejas","Espada",833,2012,70,"U.S.A.",3.25,"Mexico","Deserowa"
"Tejas","Espada",967,2012,70,"U.S.A.",2.75,"Brazil","Deserowa"
"Tejas","Concepcion*",971,2012,80,"U.S.A.",3,"Venezuela","Gorzka"
"Tejas","San Jose",971,2012,67,"U.S.A.",3.25,"Bolivia","Deserowa"
"Tejas","Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70,"U.S.A.",3.5,"Brazil","Deserowa"
"Terroir","Peru",1478,2015,70,"U.S.A.",2.75,"Peru","Deserowa"
"Terroir","Belize",1478,2015,70,"U.S.A.",3.75,"Belize","Deserowa"
"Terroir","Madagascar",1478,2015,70,"U.S.A.",3.75,"Madagascar","Deserowa"
"Terroir","Ecuador",1482,2015,70,"U.S.A.",3.25,"Ecuador","Deserowa"
"Terroir","Oko Caribe",1554,2015,70,"U.S.A.",3.5,"Domincan Republic","Deserowa"
"Terroir","Guatemala",1558,2015,70,"U.S.A.",3.75,"Guatemala","Deserowa"
"Terroir","Ecuador",1323,2014,77,"U.S.A.",3.25,"Ecuador","Gorzka"
"Terroir","Madagascar",1323,2014,67,"U.S.A.",3.75,"Madagascar","Deserowa"
"Terroir","Uganda",1323,2014,73,"U.S.A.",3.75,"Uganda","Gorzka"
"The Barn","Peru",1614,2015,70,"Sweden",3,"Peru","Deserowa"
"Theo","Congo w/ nibs",903,2012,65,"U.S.A.",3.25,"Congo","Deserowa"
"Theo","Madagascar",162,2007,65,"U.S.A.",3.5,"Madagascar","Deserowa"
"Theo","Ivory Coast",184,2007,75,"U.S.A.",2.5,"Ivory Coast","Gorzka"
"Theo","Ghana, Kumasi",184,2007,84,"U.S.A.",3,"Ghana","Gorzka"
"Theo","Venezuela; Barinos, Merida, Tachron",188,2007,91,"U.S.A.",2,"Venezuela","Gorzka"
"Theo","Ghana, Panama, Ecuador",188,2007,75,"U.S.A.",3,"Ghana, Panama, Ecuador","Gorzka"
"Theobroma","Piura Select, Cacao Blanc",1684,2015,70,"Japan",3.25,"Peru","Deserowa"
"Timo A. Meyer","Belize, med roast",1836,2016,72,"Germany",3.75,"Belize","Gorzka"
"To'ak (Ecuatoriana)","Manabi",1418,2014,81,"Ecuador",3.25,"Ecuador","Gorzka"
"Tobago Estate (Pralus)","Roxborough, Tobago",895,2012,70,"France",4,"Tobago","Deserowa"
"Tocoti","Wild Bolivian, Jungle Love",927,2012,77,"U.S.A.",3,"Bolivia","Gorzka"
"Tocoti","Venezuela",789,2011,72,"U.S.A.",2.75,"Venezuela","Gorzka"
"Tocoti","Dominican Republic",789,2011,74,"U.S.A.",3,"Dominican Republic","Gorzka"
"Treehouse","Conacado",1239,2014,72,"U.S.A.",3,"Dominican Republic","Gorzka"
"Tsara (Cinagra)","Ambanja, Tsara Valley",753,2011,72,"Madagascar",3.5,"Madagascar","Gorzka"
"twenty-four blackbirds","Oko Caribe",1700,2015,75,"U.S.A.",2.75,"Domincan Republic","Gorzka"
"twenty-four blackbirds","Cedeno, lot 271",1700,2015,75,"U.S.A.",3.5,"Ecuador","Gorzka"
"twenty-four blackbirds","Madagascar",1235,2014,75,"U.S.A.",3.5,"Madagascar","Gorzka"
"twenty-four blackbirds","Dominican Republic",1022,2013,68,"U.S.A.",3.25,"Dominican Republic","Deserowa"
